Country,Insertion Order ID,Line Item,Line Item Start,Line Item End,Campaign,Campaign ID,Flight,Flight ID,Creative,Creative ID,Country,Line Item ID,Impressions
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_1Q'24 | Woman In The Wall | 01/20 - 01/31 132420,315417,Guadeloupe,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_1Q'24 | Woman In The Wall | 01/20 - 01/31 132420,315417,Italy,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_1Q'24 | Woman In The Wall | 01/20 - 01/31 132420,315417,,117457,581
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,France,117457,359633
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,Guadeloupe,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,Luxembourg,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,Martinique,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,United Kingdom,117457,1
FR,24952,"1/18-1/31 First Screen Rotational (2017+) FRANCE Targeting Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",1/18/2024,1/31/2024,"NA_NA_117457_FS+-17-21-FR_147693_P+_France_Jan'24 | FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1 | 01/18 - 01/31",157773,"FS+_17-21_STV_RES_ACR-FS (17+): Heavy Streamers, Cord Cutters, AVOD/SVOD, Newly Activated TVs - Q1",428479,FS+_17-21-FR_APP_NA-NA_NA_147693_117457 | P+_France_Jan'24 | Based on a true Story | 01/18 - 01/31 136743,314610,,117457,825
FR,24952,2/8-2/15 ADDED VALUE: Native Smart TV-1st Screen Ad (2017+) Untargeted,2/8/2024,2/15/2024,NA_NA_122109_FS+-17-21-FR_147693_P+_France_1Q'24 | 02/08 - 02/15,159550,FS+_17-21_STV_RES_ACR-UTG,431381,FS+_17-21-FR_APP_NA-NA_NA_147693_122109 | P+_France_1Q'24 | Halo S2109976 | 02/08 - 02/15,318038,France,122109,73568
FR,24952,2/8-2/15 ADDED VALUE: Native Smart TV-1st Screen Ad (2017+) Untargeted,2/8/2024,2/15/2024,NA_NA_122109_FS+-17-21-FR_147693_P+_France_1Q'24 | 02/08 - 02/15,159550,FS+_17-21_STV_RES_ACR-UTG,431381,FS+_17-21-FR_APP_NA-NA_NA_147693_122109 | P+_France_1Q'24 | Halo S2109976 | 02/08 - 02/15,318038,,122109,167
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,France,122108,734778
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,Germany,122108,1
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,Guadeloupe,122108,2
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,Mexico,122108,1
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,Spain,122108,1
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,Switzerland,122108,1
FR,24952,"2/8-2/15 First Screen Rotational (2017+) FRANCE Targeting- Heavy Streamers, Xbox, Playstation, and Switch Users, Fans/Viewers of, Players of, Fans of Genre: SciFi",2/8/2024,2/15/2024,"NA_NA_122108_FS+-17-21-FR_147693_P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | 02/08 - 02/15",159549,"FS+_17-21_STV_RES_ACR-FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs",431380,"FS+_17-21-FR_APP_NA-NA_NA_147693_122108 | P+_France_1Q'24 | FS(17+)- Heavy Streamers, Cord Cutters, AVOD/SVOD Users, Newly Activated TVs | Halo S2109976 | 02/08 - 02/15",318037,,122108,1704
